publ_datetime,articles,tickers
2020-07-14 14:12:02.417,"Empleados de Siemens Gamesa en planta de Aoiz anuncian 5 días de huelga.  Los representantes de los trabajadores de la fábrica de Siemens Gamesa Renewable Energy S.A. (SGRE.MC) en Aoiz, en Navarra, convocaron el martes cinco días de huelga en protesta por el cierre anunciado de la planta, donde trabajan 239 empleados.

En una nota de prensa tras una convocatoria para medios, el comité de empresa de la fábrica señaló que ""hay jornadas de huelga convocadas para el 15, 22 y 28 de julio y para el 5 de agosto"".. Los trabajadores añadieron que el próximo 16 de julio se reunirán con la empresa por segunda vez dentro del periodo de consultas abierto tras el anuncio del cierre.

A finales de junio, el fabricante de turbinas eólicas anunció que iniciaría un procedimiento de despido colectivo para los 239 empleados esta planta por ""sus altos costes y su localización geográfica, a más de 200 kilómetros del puerto más cercano"", que, según la empresa, ""hacen inviable su competitividad para la exportación"".

La compañía argumentó que esta fábrica está especializada en modelos de aerogeneradores pequeños, principalmente para el mercado doméstico, mientras que su intención es centrarse en la siguiente generación, de mayor tamaño y potencia, para ""operar con éxito en un entorno de mercado de fuerte competencia y presión sobre márgenes, agravado por la disrupción del Covid-19"".

A las 1208 , la acción baja un 3,2% a EUR16,81.

",['SGRE.MC']
2020-07-14 15:38:47.109,"Inditex reabre 94% de sus tiendas en todo el mundo tras pandemia Covid-19.  El grupo español Industria de Diseño Textil SA (Inditex) (ITX.MC) anunció el martes que ha reabierto el 94% de sus tiendas en todo el mundo, lo que demuestra que ""la situación va volviendo a una mayor normalidad"", y manifestó su voluntad de avanzar en la ""plena integración"" de su negocio físico y digital, clave para la compañía.

Según indicó en la junta de accionistas el presidente de Inditex, Pablo Isla, con motivo del coronavirus, en abril prácticamente el 90% de los establecimientos ""estuvieron cerrados"". Aún así, en los tres primeros meses del año, el negocio online experimentó un crecimiento de más del 50%, lo que puso de manifiesto ""la fortaleza de este modelo"".. Isla repasó los principales hitos de 2019, un año ""de crecimiento muy sólido"", y reconoció el ""impacto muy significativo"" en esta primera mitad del año, ""muy condicionada por la Covid-19"".

Hasta el lunes, el grupo había reabierto el 94% de sus tiendas, según Isla, que insistió en que alcanzar una ""total integración"" entre tienda física y digital es ""extraordinariamente importante"" para la compañía en 2020. Y explicó que Inditex ya ha conseguido la integración en 72 mercados, mientras que en más de 200, está presente a través de la venta online.

También destacó los avances en Sudamérica, donde recientemente han lanzado la plataforma integrada en Argentina, país que cuenta con tiendas físicas sólo en Buenos Aires y Rosario, así como en Uruguay y Paraguay, mientras que el próximo agosto llegará a Chile.

A nivel de estrategia, anunció la reapertura de varios establecimientos en los próximos meses, como los Zara de Pont Neuf, en París, Paseo de Gracia, en Barcelona, y la que calificó como ""una de las más relevante"" en Pekín, un edificio entero que se convertirá en ""uno de los más importantes de la empresa en Asia"".

Como hiciera en la presentación de los resultados del último trimestre, Isla habló de ""Horizonte 2022"", el plan de inversión por el que Inditex destinará EUR1.000 millones para reforzar el negocio online, y otros EUR1.700 millones para adaptar tecnológicamente las tiendas físicas.

Asimismo, se refirió al proyecto Inditex Open Platform, o IOP, la creación de la base tecnológica propia sobre la que funcionan todas las operaciones digitales de la compañía y que estará 100% operativa el próximo año. Partiendo del comercio electrónico, esta plataforma, que actualmente cubre el 60%, se incorpora a los procesos vinculados, como inventarios, compras, distribución o pedidos, lo que añade flexibilidad y, permite tener ""una experiencia individualizada"".

Durante la junta se aprobó la propuesta de aplicación del resultado positivo de 2019, por importe de EUR10.418 millones, de los que EUR190 millones irán a la reserva de capitalización, y EUR10.228 millones, a la reserva voluntaria.

Los accionistas avalaron además el reparto de un dividendo ordinario de EUR0,35 por título a cuenta de los resultados de 2019, a pagar a partir del próximo 2 de noviembre, y que es cerca de un 40% inferior a los EUR0,88 por acción que la empresa repartió el pasado año con cargo al ejercicio 2018. No obstante, se retrasa hasta el 2021 el abono del dividendo extraordinario.

",['ITX.MC']
2020-07-15 10:57:24.626,"Atlantia acepta salir de filial italiana, que será pública y cotizada.  La concesionaria de autopistas italiana Atlantia S.p.A. (ATL.MI), socia de Actividades de Construcción y Servicios S.A. (ACS.MC) en la española Abertis, aceptó el miércoles reducir progresivamente su participación en su filial Autostrade per l'Italia, que será pública y cotizará en bolsa, en el marco de la disputa que mantiene con el Gobierno italiano desde hace dos años.

La propuesta fue acogida con optimismo por los inversores de Atlantia y, a las 0856 , sus acciones subían un 19,7% a EUR13,7 en la Bolsa de Milán.. El Ejecutivo informó el miércoles en un comunicado de que el acuerdo se alcanzó de madrugada y prevé que Atlantia, que posee el 88% de Autostrade per l'Italia, ceda el control de esta a la sociedad estatal Casa Depositi e Prestiti, CDP, que se hará con el 51% del capital social.

Atlantia, controlada por la familia Benetton al 30,25% a través de la sociedad de cartera Edizione Holding, quedará inicialmente como accionista minoritario con una participación de entre el 10% y el 12%, que podrá diluirse aún más en una segunda fase, cuando Autostrade salga a cotizar y se permita la entrada de nuevos inversores.

El umbral de entre el 10% y el 12% no dará derecho a los Benetton a tener un representante en la nueva junta directiva de Autostrade.

El proceso comenzará el próximo 27 de julio y no será inmediato, pues requerirá de entre seis meses y un año, indicó el ministro de Economía, Roberto Gualtieri, en declaraciones a los medios.

El Gobierno explicó en la nota que Atlantia ha ofrecido, alternativamente, vender la totalidad del 88% de participación en Autostrade per l'Italia directamente a CDP e inversores institucionales de su elección.

El Ministerio de Economía y el de Infraestructuras acordarán ahora con Atlantia y Autostrade los detalles del proceso y limarán puntos esenciales, como una rebaja en las tarifas de los peajes.

La amenaza de la retirada de las concesiones para Autostrade sigue sobre la mesa y se llevará a cabo si no se llega a un acuerdo definitivo, aseguró a última hora del martes el primer ministro, Giuseppe Conte.

Este escenario sería nefasto y Atlantia ya advirtió de que generaría problemas para pagar la deuda de EUR10.000 millones de Autostrade y también para que Atlantia amortizara otros EUR9.000 millones.

Una revocación de las concesiones tendría un impacto total de EUR19.000 millones con consecuencias negativas para los bancos, las instituciones financieras y hasta 17.000 pequeños ahorradores, poseedores de sus bonos.

En agosto de 2018, un puente en Génova que gestionaba Autostrade se derrumbó y causó la muerte a 43 personas. El Movimiento 5 Estrellas culpa del suceso a la filial de Atlantia y quiere desde entonces retirarle las concesiones.

La medida no es sencilla, primero porque penalizaría enormemente a Autostrade, que posee los permisos de la mitad de las autopistas de peaje del país y gestiona una red de más de 3.000 kilómetros; y segundo porque el Estado debería pagar una penalización millonaria, ya que los contratos tienen validez hasta 2038.

En los últimos días, la ministra de Infraestructuras, Paola De Micheli, del Partido Demócrata, reconoció públicamente que el nuevo puente de Génova, que está previsto que se inaugure a finales de julio o principios de agosto, seguirá gestionado por Autostrade hasta que Roma tome una decisión de una vez por todas.

Inaugurar un nuevo viaducto sin haber solucionado la cuestión minaría enormemente la credibilidad del M5S y en septiembre hay elecciones regionales en el país, por eso los antisistema han elevado el tono recientemente y han pedido una solución.

Autostrade también aceptó hacerse cargo de medidas compensatorias por valor de hasta EUR3.400 millones, algo que ya propuso el pasado sábado.

",['ACS.MC']
2020-07-15 11:44:18.165,"Siemens Gamesa suministrará 36 turbinas a dos parques eólicos en Vietnam.  Siemens Gamesa Renewable Energy S.A. (SGRE.MC) anunció el miércoles que ha cerrado dos nuevos pedidos para suministrar 36 aerogeneradores para los parques eólicos Tan Thuan y Thai Hoa en Vietnam.

En un comunicado, la compañía señaló que también se encargará del mantenimiento durante 10 de las turbinas en Tan Thuan, con una capacidad de 75 megavatios, y durante 20 años de las que irán a Thai Hoa, con 90 megavatios.. El primero de los proyectos lo está construyendo Power Engineering Consulting Joint Stock Company 2, mientras que del segundo se encarga Pacific Corporation, ambos nuevos clientes para Siemens Gamesa, indicó la compañía española.

En el caso del parque Tan Thuan, se trata del cuarto proyecto cercano a la costa que Siemens Gamesa instala en el país y el mayor proyecto de este tipo en Vietnam, apuntó. Para ello ""Siemens Gamesa ha reconfigurado las turbinas terrestres, adaptándolas al entorno marino al mismo tiempo que asegura la máxima fiabilidad y el mejor coste de energía"", agregó el comunicado.

La puesta en marcha de las turbinas SG 5.0-145, que serán las más potentes del mercado eólico vietnamita, está prevista en 2021 y se prevé que ambos parques generen suficiente electricidad para responder a la demanda de 350.000 personas en el país, dijo la compañía.

A las 0943 , la acción de Siemens Gamesa sube 2,8% a EUR17,37.

",['SGRE.MC']
2020-07-15 17:44:44.554,"Ferrovial se adjudica reconstrucción de estación de tren en Varsovia por EUR433m.  Ferrovial S.A. (FER.MC) anunció el miércoles que se ha adjudicado, a través de su filial polaca Budimex S.A. (BDX.WA), la reconstrucción de la estación ferroviaria Warszawa Zachodnia, en el oeste de Varsovia, por EUR433 millones.

En un comunicado, la compañía explicó que el proyecto incluye la demolición de la actual estación y la edificación de una nueva, la remodelación de 30 kilómetros de playa de vías y la construcción de varios ramales de conexión. Además, creará un edificio multifuncional para el gestor de infraestructuras ferroviarias de Polonia, agregó.. Ferrovial también se encargará de levantar sobre los andenes una gran marquesina cubierta de paneles fotovoltaicos y una pasarela peatonal, además de la instalación de los sistemas de control de tráfico y del tendido de catenarias, dijo la compañía.

Las obras pretenden mejorar la conexión entre las ciudades de Piaseczno y Legionowo, y entre esta última y el Aeropuerto Chopin. Además, cuando se finalice la construcción en 2023, la estación quedará conectada con el tranvía de Varsovia, agregó la compañía.

""Asimismo, modernizará la estación, al tiempo que aumentará su capacidad y el confort de los pasajeros"", indicó.

La acción de Ferrovial cerró el miércoles con una subida del 1,5% a EUR23,47.

",['FER.MC']
2020-07-15 17:55:00.396,"EEUU restringirá los visados a los empleados de Huawei y otras firmas chinas. WASHINGTON El secretario de Estado de Estados Unidos, Mike Pompeo, anunció este miércoles que su país restringirá la concesión de visados a los empleados de Huawei Technologies Co. (HWI.YY) y de otras empresas chinas que den ""apoyo material"" a gobiernos que violan los derechos humanos.

""El Departamento de Estado impondrá restricciones de visados a algunos empleados de compañías tecnológicas chinas, como Huawei, por dar apoyo material a regímenes que comenten violaciones de derechos humanos en todo el mundo"", dijo el titular de Exteriores en una rueda de prensa.. Pompeo, no precisó el número de empleados ni empresas que pueden verse afectados por la medida.

El diplomático anunció que el lunes viajará a Reino Unido y a Dinamarca, dos de los países que han restringido a los operadores de telecomunicaciones la adquisición de tecnología 5G de Huawei, y aprovechó para felicitar a Reino Unido por convertirse en un país ""limpio"" de la injerencia de Huawei.

Londres decidió que, a partir de 2021, prohibirá a los operadores de telecomunicaciones adquirir tecnología 5G de Huawei después de recibir constantes presiones de Washington.

En su rueda de prensa, Pompeo también aplaudió a varias compañías, entre ellas a Telefónica SA (TEF.MC), que el pasado diciembre anunció su intención de reducir ""progresivamente"" la presencia de Huawei en el núcleo de sus redes 5G.

Ya en mayo de 2019, Estados Unidos prohibió a Huawei vender sus equipos de telecomunicaciones a firmas estadounidenses por sospechar que la compañía china pudiera aprovechar esos sistemas para el espionaje.

Esa prohibición ha impedido a gigantes tecnológicos de Estados Unidos, como Google, filial de Alphabet Inc (GOOGL), hacer negocios con la compañía china.

Actualmente, Huawei, muy popular en Europa, lidera la batalla por el control de las redes 5G, que permiten navegar por internet con mucha más velocidad y podrían facilitar el desarrollo de vehículos autónomos y técnicas para hacer cirugía por control remoto.

Frente a ello, Estados Unido encabeza una campaña mundial para impedir que Huawei desarrolle la tecnología 5G y presiona a muchos países de la Unión Europea para que restrinjan la actividad de la compañía.

",['TEF.MC']
2020-07-16 07:23:58.419,"EDP compra activos de Viesgo a Macquarie y duplica su negocio de distribución. OVIEDO EDP-Energias de Portugal S.A. (EDP.LB) alcanzó un acuerdo con el fondo de inversión australiano Macquarie Group Ltd. (MQG.AU) para la compra de los activos de Viesgo, en una operación que ha valorado en EUR2.700 millones y que le permitirá duplicar su negocio de distribución.

EDP explicó que el acuerdo, sujeto a las aprobaciones regulatorias, incluye todos los activos de la compañía de origen cántabro, entre los que se encuentran distribuidoras eléctricas con más de 695.000 puntos de suministro; 0,5 gigavatios de generación renovable y dos centrales de generación térmica que se encuentran en proceso de desmantelamiento y que cuentan con casi 1 GW de potencial derecho de acceso a la red.. Según detalló en un comunicado, EDP integrará los activos renovables en su filial EDP Renovaveis S/A (EDPR.LB), gestionará los derechos de conexión tras el cierre de las centrales térmicas y constituirá, junto a Macquarie, una alianza para los negocios de distribución eléctrica de Viesgo, Begasa y E-Redes.

En la nueva sociedad, Macquarie tendrá un 24,9% de la sociedad y EDP, que gestionará la misma, mantendrá un 75,1%, ""controlando y consolidando los activos"".

Esta alianza de distribución eléctrica tendrá 50.000 kilómetros de redes y 1,3 millones de puntos de suministro.

EDP enmarcó la operación en su plan estratégico 2019-2022, que preveía un crecimiento en energías renovables y en redes eléctricas, una reducción de su exposición al riesgo de mercado y un aumento del peso de las actividades reguladas a largo plazo.

La compañía resaltó que esta operación ""refuerza significativamente su presencia en España y su posición en la vanguardia de la transición energética"".

El consejero delegado de EDP España, Rui Teixeira, afirmó que se trata de una ""operación estratégica"" dentro de su visión de la transición energética que contribuirá a crear valor y también a ""construir un futuro más sostenible"".

El responsable de Macquarie Infrastructure y Real Assets para la península ibérica y miembro del Consejo de Administración de Viesgo, Juan Caño, también valoró ""la alianza a largo plazo"" con EDP, mientras que el presidente de Viesgo, Miguel Antoñanzas, afirmó que esta operación ""dará pie a un proyecto conjunto a la vanguardia del sector energético en términos de competitividad e innovación, y con un enorme potencial de crecimiento"".

Los fondos gestionados por Macquarie llevan invirtiendo en Viesgo desde 2015 y desde entonces ha ido reorientando sus actividades hacia su red regulada de distribución de electricidad.

Repsol SA (REP.MC) compró a finales de 2018 los activos de generación de electricidad de bajas emisiones de Viesgo y su comercializadora.

",['REP.MC']
2020-07-16 08:23:40.881,"Iberdrola elimina condición de aceptación de más del 50% de opa sobre Infigen.  Iberdrola S.A. (IBE.MC) señaló el jueves que ha renunciado a la última de las condiciones impuestas en su oferta pública de adquisición por el grupo de energías renovables australiano Infigen Energy (IFN.AU), que consistía en una aceptación mínima del 50%.

""En consecuencia, la oferta ha devenido completamente incondicional, comprometiéndose Iberdrola Renewables Australia a adquirir la totalidad de los valores vinculados de Infigen que acepten la Oferta"", dijo Iberdrola en un comunicado enviado a la Comisión Nacional del Mercado de Valores.. La eléctrica española elevó a finales de junio a EUR533 millones desde los EUR510,2 millones iniciales su oferta por la australiana, por la que también puja el grupo rival UAC Energy.

Iberdrola ya rebajó otras condiciones de su opa, en un movimiento que los analistas señalaron entonces que estaba dirigido a asegurarse la compra de la australiana.

La acción de Iberdrola cerró el miércoles con una subida del 1,7% a EUR11.

",['IBE.MC']
2020-07-16 09:49:33.035,"Rentabilidad dividendo Repsol está a salvo a corto plazo -Jefferies.  La rentabilidad del dividendo de Repsol (REP.MC) del 13% ""está a salvo a corto plazo"", indica Jefferies en una nota de análisis del sector petrolero. ""Repsol es la única compañía que esperamos que genere caja este año, en parte por un 'scrip dividend' prefinanciado"", señala la casa de análisis. Jefferies todavía ve riesgos para los dividendos del sector en general mientras sus fundamentales siguen siendo ""precarios"", aunque descarta el riesgo de liquidez y eleva su previsión para el barril de Brent a US$43 por barril en el segundo semestre de 2020, desde la anterior de US37 por barril, debido al esperado soporte a los precios por parte de la OPEP+ y Estados Unidos. Jefferies eleva la recomendación de Repsol a comprar desde mantener y también su precio objetivo a EUR10,1 desde EUR7,45. La acción sube un 1,8% a EUR8,05. 

",['REP.MC']
2020-07-16 12:47:47.853,"Acciona se adjudica construcción de 2 carreteras en Polonia por EUR642m.  Acciona SA (ANA.MC) anunció el jueves que se adjudicó la construcción de dos carreteras en Polonia por un importe conjunto de EUR642 millones.

En una nota de prensa, el grupo de infraestructuras y energía señaló que, en consorcio con su filial polaca Mostostal Warszawa, se adjudicó el diseño y construcción de 10,3 kilómetros de la carretera rápida S19 en el sureste del país, en un contrato valorado en unos EUR500 millones.. Adicionalmente, la filial polaca de Acciona firmó otro contrato, de unos EUR142 millones, para el diseño y construcción de la autovía S7 --de 12 kilómetros-- cerca de Varsovia.

A las 1046 , los títulos de Acciona suben un 4% a EUR97,45.

",['ANA.MC']
2020-07-16 15:06:38.132,"Justicia UE exige devolver a clientes gastos de hipoteca de cláusula abusiva.  Las cantidades pagadas en concepto de gastos de hipoteca a raíz de una cláusula declarada abusiva deben ser devueltas al consumidor salvo que el derecho nacional disponga lo contrario, según una sentencia del Tribunal de Justicia de la Unión Europea dictada el jueves.

De acuerdo con el tribunal, si se declara nula una cláusula abusiva que impone al cliente el pago de todos los gastos de constitución y cancelación de una hipoteca, el Derecho comunitario se opone a que el juez nacional niegue al consumidor la devolución de las cantidades abonadas en virtud de esa cláusula.. Para el tribunal con sede en Luxemburgo, eso es así salvo que las disposiciones de Derecho nacional aplicables impongan al consumidor el pago de la totalidad o de una parte de esos gastos.

El TJUE se pronunció de ese modo tras recibir preguntas de un tribunal de Palma de Mallorca y de otro de Ceuta sobre cómo interpretar la directiva europea de cláusulas abusivas para resolver dos casos sobre hipotecas concedidas por CaixaBank SA (CABK.MC) y Banco Bilbao Vizcaya Argentaria SA (BBVA.MC).

El TJUE también recordó en su sentencia que debe entenderse que las cláusulas contractuales incluidas en el concepto de ""objeto principal del contrato"", según la directiva, son las que regulan las prestaciones esenciales de ese contrato y que, como tales, lo caracterizan. En cambio, las cláusulas de carácter accesorio no están incluidas en dicho concepto.

En consecuencia, que una comisión de apertura esté incluida en el coste total de un préstamo hipotecario no implica que sea una prestación esencial de este.

El tribunal comunitario añadió que un órgano jurisdiccional de un Estado miembro está obligado a controlar el carácter claro y comprensible de una cláusula contractual referida al objeto principal del contrato.

Así, el Tribunal de Justicia de la UE señaló que es el juez de Mallorca el que debe apreciar si la cláusula que impone una comisión de apertura constituye un componente esencial del contrato de préstamo hipotecario, pero insistió en que dicha comisión no puede considerarse una prestación esencial de la hipoteca solo por estar incluida en su coste total.

La sentencia agregó que una cláusula que impone al consumidor el pago de una comisión de apertura puede causar en detrimento del cliente un desequilibrio importante entre los derechos y obligaciones de las partes implicadas en el contrato, cuando la entidad financiera no demuestre que esta comisión responde a servicios efectivamente prestados y gastos en los que haya incurrido, algo que debe comprobar el juez nacional.

La Justicia de la UE precisó, además, que el derecho comunitario no se opone a limitar el tiempo en el que un consumidor pueda acudir a los tribunales para exigir la devolución del dinero abonado como pago de una cláusula abusiva declarada nula, siempre que ni el momento en que ese plazo comience a correr ni su duración imposibiliten en la práctica o dificulten excesivamente el ejercicio del derecho del consumidor a solicitar la devolución.

La corte añadió que el plazo de prescripción de cinco años incluido en el Código Civil no parece imposibilitar el ejercicio de los derechos de los ciudadanos afectados.

El TJUE aseguró que el plazo de prescripción parece empezar a correr a partir de la conclusión y no de la firma de un contrato de préstamo hipotecario que contiene una cláusula abusiva, extremo que debe comprobar el juez.

La sentencia constató, igualmente, que la directiva europea se opone a que el consumidor cargue con una parte de las costas procesales en función del importe de las cantidades indebidamente pagadas que le son restituidas a raíz de la declaración de la nulidad de una cláusula abusiva.

","['CABK.MC', 'BBVA.MC']"
2020-07-17 09:30:14.777,"Deutsche Bank reinicia cobertura de Siemens Gamesa en mantener.  Deutsche Bank reinicia la cobertura de Siemens Gamesa (SGRE.MC) con recomendación de mantener y un precio objetivo de EUR16 y considera que ""pese a los actuales desafíos, las perspectivas a largo plazo de Siemens Gamesa siguen siendo atractivas"". El banco anticipa un ""exitoso giro en el segmento de eólica terrestre"" bajo el mandato del nuevo consejero delegado del fabricante de aerogeneradores, Andreas Nauen, lo que, junto con el sólido crecimiento de las operaciones de eólica marina y servicios, ""debería permitir al grupo alcanzar la parte baja de su rango de márgenes previsto de entre el 8% y el 10%"". La acción sube un 0,4% a EUR18,22. 

",['SGRE.MC']
2020-07-17 11:11:26.450,"Salida bolsa Telxius, difícil de compaginar con control de Telefónica.  En medio de las especulaciones en prensa sobre una posible salida a bolsa de Telxius, la filial de infraestructuras de telecomunicaciones de Telefónica (TEF.MC), Banco Sabadell considera que, ante el actual esquema accionarial, la operación ""sería algo complejo de compaginar con mantener el control del activo"", en el que KKR (KKR) controla un 40%. Según los cálculos del banco, Telxius representa el 4,5% del valor de empresa de Telefónica y un 3,3% del Ebitda del grupo, por lo que la venta total de su participación en el activo permitiría reducir la deuda financiera neta en un 10,5%, añade. Recomienda comprar, con un precio objetivo de EUR6,10. Acción baja 1,5% a EUR4,01. 

",['TEF.MC']
2020-07-17 13:10:52.676,"Iberdrola es el valor que más pesa en el IBEX-35 -Renta 4.  Iberdrola (IBE.MC) es el valor que más pesa en el IBEX-35, con una ponderación del 17,8%, por delante del 11% de Inditex (ITX.MC) y del 9% de Banco Santander (SAN.MC), indica Ángel Pérez Llamazares, analista de Renta 4, a EFE Dow Jones, según precios de cierre del jueves. La eléctrica ha ganado posiciones en cuanto a capitalización bursátil --el jueves cerró siendo la segunda del índice con EUR68.900 millones, solo por detrás de los EUR71.700 millones del grupo textil-- y está ""prácticamente en máximos"" favorecida por una perspectiva ""muy buena"" de su negocio y sin ""impacto significativo por el Covid-19"", añade el analista. ""Es el mayor productor de electricidad por energía eólica en el mundo"" y ""está bien posicionado para crecer por renovables y redes"", explica Pérez. La empresa tiene ""gran parte del crecimiento de los próximos años ya contratado"" en países donde tiene presencia, como Estados Unidos, Reino Unido o Brasil, que ""aportarán Ebitda"" en el futuro..  Renta 4 recomienda sobreponderar y tiene el precio objetivo en revisión. La acción sube un 0,4% a EUR11,08.



","['SAN.MC', 'IBE.MC', 'ITX.MC']"
2020-07-18 12:58:39.413,"Telefónica presenta una oferta por el negocio móvil del grupo brasileño Oi.  Telefónica S.A. (TEF.MC) ha presentado una oferta vinculante para adquirir junto con Telecom Italia S.p.A. (TIT.MI) y la mexicana Claro el negocio móvil de Oi S.A. (OIBR3.BR), según comunicó el sábado la compañía española a la Comisión Nacional del Mercado de Valores.

La oferta de compra se ha realizado a través de la filial Telefónica Brasil y en el proceso Telefónica tendrá el derecho a igualar la mejor oferta de compra por el negocio móvil de Oi, en su condición de primer licitador.. Telefónica apuntó que esta oferta se enmarca en la hoja de ruta establecida el pasado noviembre y que sitúa a Brasil entre los mercados prioritarios de la compañía, junto a España, Reino Unido y Alemania.

El grupo español consideró que la operación creará valor a través de un mayor crecimiento, generación de eficiencias operativas y mejoras en la calidad del servicio, y que contribuirá al desarrollo y competitividad del sector brasileño de las telecomunicaciones.

El pasado 16 de julio, Telecom otorgó ""plenos poderes"" a su consejero delegado, Luigi Gubitosi, para examinar y aprobar las condiciones finales de la oferta vinculante por el negocio de telefonía móvil de la operadora brasileña.

El 17 de junio, Oi indicó que el precio mínimo de sus activos de la red de telefonía móvil es de 15.000 millones de reales (EUR2.538 millones) y que los vendería al mejor postor.

",['TEF.MC']
2020-07-20 08:48:59.892,"Grifols comprará por US$460m 3 plantas y 11 centros de plasma en Norteamérica.  Grifols SA (GRF.MC) anunció el lunes un acuerdo por el que comprará a la surcoreana Green Cross Corp. (006280.SE) tres plantas en Canadá y 11 centros de plasma en Estados Unidos por importe total de US$460 millones.

En una nota de prensa, el grupo español de hemoderivados señaló que la transacción --que contempla la compra de una planta de fraccionamiento de plasma y dos plantas de purificación en Montreal-- está ""dirigida a expandir su capacidad de obtención y fraccionamiento de plasma"" y a fortalecer su presencia en Canadá.. Grifols añadió que espera cerrar la operación antes de finales de este año y que no requerirá financiación adicional.

Tras el acuerdo, la empresa agregó que se convertirá en el ""único productor comercial de productos plasmáticos en Canadá, con capacidad para fraccionar 1,5 millones de litros de plasma al año"".

Grifols estimó que podrá producir inmunoglobulina y albúmina en Canadá a partir de 2023.

La acción de Grifols cerró el viernes con un descenso del 0,2% a EUR27.

",['GRF.MC']
2020-07-20 11:04:32.763,"Compra de Oi con Telecom Italia elimina incertidumbre para Telefónica.  La compra del negocio móvil del grupo brasileño Oi (OIBR3.BR), por parte de Telefónica (TEF.MC) junto con Telecom Italia (TIT.MI) eliminaría la incertidumbre que pendía sobre la operadora de telecomunicaciones española si abordaba la operación en solitario, según Bankinter, ya que considera que el principal problema de Telefónica es su elevado endeudamiento. ""Asumiendo que el precio es el mínimo indicado por Oi y que Telefónica adquiere un tercio de los activos de Oi, supondría una inversión de aproximadamente EUR830 millones, lo que representa un 2,2% de la deuda financiera neta del grupo"", señala el banco en un informe. Además, añade que el negocio de Oi podría ser interesante para Telefónica, ""no sólo porque el paso de cuatro a tres operadores se traduciría en una caída de competencia en el mercado brasileño, sino también porque Oi opera en zonas donde Telefónica tiene menor presencia""..  En este contexto, apunta, la operación ""podría facilitar cierta mejora de márgenes y ganancia de cuota en un mercado estratégico para el grupo"". Además, Vivo, filial de Telefónica en Brasil, lograría acceso a clientes, frecuencias y activos de red de Oi que permitirían reducir futuras necesidades de inversión y obtener sinergias de costes en espectro, en red y comerciales, agrega. Reitera su recomendación neutral, con un precio objetivo de EUR6. Acción baja 0,8% a EUR4,10. 

",['TEF.MC']
2020-07-20 11:07:38.283,"Compras en Norteamérica ""encajan"" con estrategia de Grifols -Bankinter.  La compra de Grifols SA (GRF.MC) de tres plantas de plasma en Canadá y otros 11 centros en Estados Unidos a la surcoreana Green Cross Corp. (006280.SE) ""encaja con la estrategia"" del grupo de hemoderivados español de crecer mediante adquisiciones, indica Bankinter en un informe, en el que considera positiva la noticia de las compras por un importe total de US$460 millones. El banco destaca que la empresa española ""afronta esta adquisición sin necesitar nuevas deudas"" porque disponía de EUR638 millones de tesorería al cierre del primer trimestre, y que pasará a ser líder en productos plasmáticos en Canadá después del acuerdo. Bankinter recomienda comprar con un precio objetivo de EU34. La acción sube un 1,5% a EUR27,4.

",['GRF.MC']
2020-07-20 11:39:47.012,"Consorcio Acciona es elegido preferente para obra metro Canadá por EUR1.820m.  Acciona S.A. (ANA.MC) anunció el lunes que un consocio que lidera ha sido elegido como licitador preferente para la extensión de una línea del metro de Vancouver, en Canadá, en un contrato valorado en 2.830 millones de dólares canadienses, o EUR1.820 millones.

En una nota de prensa, la empresa española dijo que el Ministerio de Transportes de British Columbia, en Canadá, seleccionó preferentemente al consorcio para diseñar y construir 5,7 kilómetros nuevos de la línea Millennium Line Broadway, del Metro de Vancouver, que comprenderán la excavación de nuevos túneles, la creación de seis nuevas estaciones y diversas instalaciones auxiliares.. Acciona estimó que los trabajos se extenderán durante cuatro años hasta la inauguración de la línea, prevista en 2025.

El consorcio está formado por Acciona --con un 60%-- y la italiana Ghella --con el otro 40% restante--.

A las 0938 , la acción sube un 1,9% a EUR98,05.

",['ANA.MC']
2020-07-20 11:55:42.314,"Impacto compras en Norteamérica en cuentas Grifols no será inmediato.  Berenberg considera que el acuerdo mediante el cual Grifols (GRF.MC) ha comprado tres plantas de plasma en Canadá y otros 11 centros en Estados Unidos a la surcoreana Green Cross Corp. (006280.SE) por US$460 millones es ""sensato"", pero no tendrá un impacto inmediato en las cuentas. ""En general, vemos esto como otra buena decisión estratégica de Grifols"", dice la correduría, pero apunta a que las instalaciones adquiridas no ofrecerán beneficios reales hasta 2024 o 2025. ""Como siempre con Grifols, uno necesita paciencia, pero mantenemos la opinión de que la paciencia será recompensada"", agrega. Reitera recomendación de comprar y un precio objetivo para las acciones B de EUR25,45. Estos títulos suben un 1,2% a EUR17,5.

",['GRF.MC']
